Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,
667.901489,18.241380,-0.788319,667.901489,18.332613,-0.602225,667.901489,18.283869,-0.632044,667.901489,18.331275,-0.716604,667.901489,18.474492,-0.722422,667.901489,18.219896,-0.373775,667.901489,18.383754,-0.573240,667.901489,18.321445,-0.441669,
668.407471,18.225352,-0.740614,668.407471,18.394747,-0.503879,668.407471,18.315174,-0.509862,668.407471,18.313316,-0.673918,668.407471,18.470352,-0.687810,668.407471,18.298498,-0.348825,668.407471,18.434844,-0.442476,668.407471,18.330609,-0.445057,
668.913391,18.208162,-0.887363,668.913391,18.360876,-0.473222,668.913391,18.269053,-0.451512,668.913391,18.353977,-0.624085,668.913391,18.436621,-0.573205,668.913391,18.309647,-0.281817,668.913391,18.419261,-0.470678,668.913391,18.272542,-0.364747,
669.419373,18.291487,-0.807737,669.419373,18.378679,-0.492489,669.419373,18.326615,-0.509725,669.419373,18.319623,-0.734039,669.419373,18.442696,-0.617164,669.419373,18.361723,-0.311943,669.419373,18.421658,-0.727844,669.419373,18.384141,-0.397664,
669.925354,18.232505,-0.966359,669.925354,18.354486,-0.381960,669.925354,18.352742,-0.513402,669.925354,18.334240,-0.839351,669.925354,18.477082,-0.621860,669.925354,18.339332,-0.109777,669.925354,18.390835,-0.550057,669.925354,18.312647,-0.490415,
670.431396,18.298930,-0.985901,670.431396,18.432585,-0.451581,670.431396,18.393320,-0.557794,670.431396,18.394663,-0.609513,670.431396,18.507781,-0.387860,670.431396,18.322208,-0.262759,670.431396,18.399319,-0.681234,670.431396,18.358674,-0.462165,
670.937378,18.258905,-0.904814,670.937378,18.399443,-0.632979,670.937378,18.397643,-0.364298,670.937378,18.354916,-0.506012,670.937378,18.513163,-0.672188,670.937378,18.331874,-0.190977,670.937378,18.435002,-0.597537,670.937378,18.305911,-0.591255,
671.443359,18.274245,-0.817514,671.443359,18.398386,-0.523946,671.443359,18.271571,-0.552462,671.443359,18.362758,-0.645910,671.443359,18.511948,-0.673004,671.443359,18.367646,-0.193763,671.443359,18.499501,-0.448647,671.443359,18.352081,-0.519360,
671.949402,18.280620,-0.956812,671.949402,18.427961,-0.623733,671.949402,18.321021,-0.579711,671.949402,18.334492,-0.771561,671.949402,18.455630,-0.533001,671.949402,18.272878,-0.161548,671.949402,18.458848,-0.563175,671.949402,18.317014,-0.440312,
672.455383,18.264534,-0.673393,672.455383,18.418503,-0.617200,672.455383,18.374922,-0.419058,672.455383,18.347390,-0.735876,672.455383,18.485673,-0.587879,672.455383,18.264924,-0.162172,672.455383,18.417009,-0.601569,672.455383,18.357155,-0.490856,
672.961426,18.295877,-0.758266,672.961426,18.401435,-0.584924,672.961426,18.306147,-0.423617,672.961426,18.380695,-0.697557,672.961426,18.440703,-0.612307,672.961426,18.340032,-0.194211,672.961426,18.453739,-0.563936,672.961426,18.352557,-0.405559,
673.467468,18.279240,-0.822586,673.467468,18.455199,-0.507505,673.467468,18.335926,-0.694315,673.467468,18.358997,-0.678311,673.467468,18.441878,-0.608947,673.467468,18.265694,-0.141565,673.467468,18.413696,-0.551255,673.467468,18.379869,-0.365978,
673.973511,18.227741,-0.736070,673.973511,18.435261,-0.478824,673.973511,18.414736,-0.443803,673.973511,18.404691,-0.687739,673.973511,18.492753,-0.619344,673.973511,18.341316,-0.263730,673.973511,18.456444,-0.595711,673.973511,18.329709,-0.627574,
674.479553,18.263143,-0.932527,674.479553,18.456807,-0.576286,674.479553,18.407390,-0.521731,674.479553,18.368035,-0.494751,674.479553,18.449773,-0.607837,674.479553,18.335650,-0.259293,674.479553,18.451312,-0.549333,674.479553,18.369893,-0.581267,
674.985596,18.297480,-0.771939,674.985596,18.356053,-0.447227,674.985596,18.353648,-0.436001,674.985596,18.403537,-0.644414,674.985596,18.506959,-0.611601,674.985596,18.273813,-0.223762,674.985596,18.486574,-0.591979,674.985596,18.338049,-0.493026,
675.491638,18.221427,-1.021083,675.491638,18.427247,-0.614889,675.491638,18.346350,-0.390309,675.491638,18.290228,-0.608333,675.491638,18.483691,-0.697504,675.491638,18.289603,-0.274028,675.491638,18.421921,-0.530446,675.491638,18.337816,-0.597868,
675.997681,18.275237,-0.935883,675.997681,18.338380,-0.503883,675.997681,18.323112,-0.558775,675.997681,18.314429,-0.731448,675.997681,18.430957,-0.674451,675.997681,18.261942,-0.296925,675.997681,18.433474,-0.460304,675.997681,18.286559,-0.528000,
676.503784,18.254989,-0.615953,676.503784,18.368580,-0.753508,676.503784,18.358719,-0.479671,676.503784,18.353714,-0.561810,676.503784,18.484790,-0.721917,676.503784,18.234735,-0.345327,676.503784,18.437465,-0.646318,676.503784,18.352561,-0.682475,
677.009827,18.320576,-0.925067,677.009827,18.444898,-0.611713,677.009827,18.390729,-0.473000,677.009827,18.393470,-0.613374,677.009827,18.543893,-0.701155,677.009827,18.320029,-0.195822,677.009827,18.471041,-0.551809,677.009827,18.376625,-0.360163,
677.515930,18.249503,-0.924209,677.515930,18.390921,-0.711822,677.515930,18.295879,-0.583185,677.515930,18.398308,-0.624037,677.515930,18.497711,-0.771652,677.515930,18.274602,-0.146286,677.515930,18.421116,-0.697620,677.515930,18.383601,-0.431564,
678.022034,18.268337,-0.828555,678.022034,18.395484,-0.479391,678.022034,18.344719,-0.560837,678.022034,18.322198,-0.653660,678.022034,18.481745,-0.644955,678.022034,18.305986,-0.260070,678.022034,18.468432,-0.472876,678.022034,18.323551,-0.565690,
678.528137,18.311900,-0.755117,678.528137,18.511628,-0.469678,678.528137,18.400595,-0.583270,678.528137,18.425169,-0.715169,678.528137,18.498896,-0.672471,678.528137,18.340485,-0.173124,678.528137,18.524078,-0.799350,678.528137,18.367815,-0.625114,
679.034241,18.268347,-0.650419,679.034241,18.436932,-0.487673,679.034241,18.305927,-0.435302,679.034241,18.317054,-0.785152,679.034241,18.499883,-0.544627,679.034241,18.295623,-0.237061,679.034241,18.398539,-0.623275,679.034241,18.337967,-0.555845,
679.540344,18.271246,-0.787864,679.540344,18.466175,-0.536151,679.540344,18.401867,-0.489443,679.540344,18.400560,-0.639835,679.540344,18.486074,-0.681338,679.540344,18.365485,-0.196115,679.540344,18.507356,-0.635378,679.540344,18.359018,-0.697153,
680.046448,18.290800,-0.784898,680.046448,18.455132,-0.307655,680.046448,18.356353,-0.508815,680.046448,18.403706,-0.585542,680.046448,18.498196,-0.532257,680.046448,18.383777,-0.344243,680.046448,18.485516,-0.531407,680.046448,18.335258,-0.581361,
680.552612,18.221910,-0.639522,680.552612,18.387411,-0.559399,680.552612,18.318228,-0.507078,680.552612,18.379009,-0.475972,680.552612,18.456173,-0.560282,680.552612,18.342339,-0.287900,680.552612,18.447265,-0.590450,680.552612,18.363299,-0.545322,
681.058716,18.247087,-0.843154,681.058716,18.486553,-0.594739,681.058716,18.415195,-0.392968,681.058716,18.400045,-0.741393,681.058716,18.505002,-0.692248,681.058716,18.364855,-0.178066,681.058716,18.485739,-0.723782,681.058716,18.395489,-0.398122,
681.564880,18.304114,-0.658746,681.564880,18.393850,-0.648220,681.564880,18.339393,-0.522288,681.564880,18.410609,-0.596842,681.564880,18.456424,-0.673317,681.564880,18.337736,-0.433792,681.564880,18.481422,-0.599207,681.564880,18.330727,-0.501208,
682.070984,18.274945,-0.796589,682.070984,18.508611,-0.474122,682.070984,18.407144,-0.429069,682.070984,18.422460,-0.666803,682.070984,18.466355,-0.742978,682.070984,18.303263,-0.349905,682.070984,18.464682,-0.580801,682.070984,18.387062,-0.609871,
682.577148,18.207935,-0.702950,682.577148,18.455810,-0.511806,682.577148,18.325138,-0.563988,682.577148,18.371106,-0.542518,682.577148,18.465502,-0.656361,682.577148,18.261532,-0.247226,682.577148,18.479941,-0.572834,682.577148,18.336644,-0.646123,
683.083313,18.294800,-0.644372,683.083313,18.437677,-0.551670,683.083313,18.382949,-0.451961,683.083313,18.347680,-0.634525,683.083313,18.537957,-0.667639,683.083313,18.331832,-0.280850,683.083313,18.535006,-0.729851,683.083313,18.345939,-0.499428,
683.589478,18.268284,-0.838134,683.589478,18.393610,-0.465493,683.589478,18.344737,-0.387954,683.589478,18.357951,-0.617248,683.589478,18.471613,-0.608577,683.589478,18.291959,-0.254244,683.589478,18.481642,-0.610516,683.589478,18.329859,-0.460913,
684.095642,18.260666,-0.707665,684.095642,18.451267,-0.464565,684.095642,18.314295,-0.447921,684.095642,18.375705,-0.666443,684.095642,18.461153,-0.635076,684.095642,18.316207,-0.235900,684.095642,18.472612,-0.601815,684.095642,18.326442,-0.675073,
684.601807,18.277403,-0.604631,684.601807,18.498114,-0.490280,684.601807,18.360064,-0.625581,684.601807,18.416282,-0.592845,684.601807,18.512761,-0.576817,684.601807,18.347197,-0.388823,684.601807,18.492214,-0.568624,684.601807,18.392606,-0.528863,
685.108032,18.298364,-0.940137,685.108032,18.485081,-0.528887,685.108032,18.341188,-0.419877,685.108032,18.415484,-0.642246,685.108032,18.501453,-0.821405,685.108032,18.373765,-0.314742,685.108032,18.493673,-0.605575,685.108032,18.380375,-0.475252,
685.614197,18.232651,-0.805115,685.614197,18.441478,-0.553482,685.614197,18.353437,-0.568004,685.614197,18.387118,-0.634584,685.614197,18.410138,-0.546603,685.614197,18.307540,-0.088306,685.614197,18.453554,-0.571095,685.614197,18.325709,-0.535551,
686.120422,18.313973,-0.884348,686.120422,18.465553,-0.460016,686.120422,18.363913,-0.451968,686.120422,18.358979,-0.675330,686.120422,18.512073,-0.811258,686.120422,18.344423,-0.212769,686.120422,18.419528,-0.570375,686.120422,18.353457,-0.595619,
686.626648,18.358087,-0.680416,686.626648,18.492710,-0.437379,686.626648,18.393913,-0.561837,686.626648,18.420921,-0.682243,686.626648,18.549771,-0.740048,686.626648,18.410229,-0.426524,686.626648,18.496481,-0.598004,686.626648,18.412267,-0.655859,
687.132813,18.266495,-0.952416,687.132813,18.417948,-0.522051,687.132813,18.300553,-0.450903,687.132813,18.405657,-0.557455,687.132813,18.428605,-0.642669,687.132813,18.324266,-0.361429,687.132813,18.447557,-0.530859,687.132813,18.384716,-0.545039,
687.639038,18.391859,-0.704317,687.639038,18.542500,-0.398299,687.639038,18.409070,-0.559290,687.639038,18.440044,-0.560008,687.639038,18.558574,-0.562133,687.639038,18.376101,-0.192719,687.639038,18.535178,-0.369579,687.639038,18.424031,-0.382630,
688.145264,18.298078,-0.721712,688.145264,18.470129,-0.473879,688.145264,18.358508,-0.373097,688.145264,18.404778,-0.772549,688.145264,18.490995,-0.645082,688.145264,18.323893,-0.178816,688.145264,18.470835,-0.626359,688.145264,18.360028,-0.511305,
688.651489,18.388471,-0.871218,688.651489,18.462256,-0.477911,688.651489,18.360244,-0.452265,688.651489,18.398659,-0.647783,688.651489,18.495634,-0.552425,688.651489,18.399282,-0.337333,688.651489,18.489973,-0.550539,688.651489,18.398240,-0.653460,
689.157776,18.260985,-0.856808,689.157776,18.447243,-0.456401,689.157776,18.390656,-0.540985,689.157776,18.368767,-0.404032,689.157776,18.464674,-0.571347,689.157776,18.320807,-0.330701,689.157776,18.435501,-0.599759,689.157776,18.383728,-0.551675,
689.664001,18.242509,-0.684669,689.664001,18.451257,-0.560810,689.664001,18.370664,-0.408257,689.664001,18.339103,-0.541294,689.664001,18.486534,-0.714073,689.664001,18.333009,-0.220384,689.664001,18.449169,-0.555225,689.664001,18.360110,-0.666887,
690.170227,18.293391,-0.634535,690.170227,18.443892,-0.442860,690.170227,18.364802,-0.372973,690.170227,18.360920,-0.534710,690.170227,18.506695,-0.585675,690.170227,18.316637,-0.287884,690.170227,18.422460,-0.597476,690.170227,18.333791,-0.431283,
690.676514,18.333751,-0.672144,690.676514,18.501524,-0.641614,690.676514,18.423553,-0.507968,690.676514,18.353038,-0.606110,690.676514,18.515621,-0.573714,690.676514,18.366823,-0.292254,690.676514,18.459856,-0.502840,690.676514,18.392189,-0.442802,
691.182800,18.310151,-0.699300,691.182800,18.496697,-0.440187,691.182800,18.439865,-0.513706,691.182800,18.434093,-0.633219,691.182800,18.507813,-0.775361,691.182800,18.302869,-0.362747,691.182800,18.483972,-0.585058,691.182800,18.415719,-0.576685,
691.689026,18.298249,-0.861398,691.689026,18.425351,-0.468581,691.689026,18.346758,-0.412921,691.689026,18.388797,-0.599310,691.689026,18.450009,-0.633430,691.689026,18.324138,-0.134411,691.689026,18.450924,-0.588560,691.689026,18.339442,-0.446763,
692.195313,18.266994,-0.669071,692.195313,18.388522,-0.541365,692.195313,18.385547,-0.506299,692.195313,18.408764,-0.516938,692.195313,18.514052,-0.669988,692.195313,18.328213,-0.268886,692.195313,18.455303,-0.609486,692.195313,18.386910,-0.465254,
692.701599,18.301521,-0.714794,692.701599,18.489352,-0.544019,692.701599,18.396868,-0.433818,692.701599,18.401881,-0.599128,692.701599,18.535174,-0.654533,692.701599,18.376794,-0.267340,692.701599,18.539707,-0.583488,692.701599,18.391797,-0.550413,
693.207886,18.328505,-0.821254,693.207886,18.424664,-0.413798,693.207886,18.335702,-0.558467,693.207886,18.407894,-0.611111,693.207886,18.481058,-0.650187,693.207886,18.326370,-0.246904,693.207886,18.457743,-0.612454,693.207886,18.365563,-0.544335,
693.714233,18.266813,-0.785308,693.714233,18.476239,-0.712271,693.714233,18.376575,-0.529051,693.714233,18.383790,-0.478612,693.714233,18.498217,-0.721335,693.714233,18.373523,-0.277543,693.714233,18.472829,-0.559815,693.714233,18.316492,-0.490677,
694.220520,18.236227,-0.743227,694.220520,18.406501,-0.467058,694.220520,18.346876,-0.517822,694.220520,18.372292,-0.690478,694.220520,18.520729,-0.567495,694.220520,18.269051,-0.225286,694.220520,18.461225,-0.666759,694.220520,18.352748,-0.616249,
694.726807,18.358730,-0.737695,694.726807,18.519512,-0.464912,694.726807,18.449983,-0.477963,694.726807,18.443633,-0.565419,694.726807,18.553941,-0.585510,694.726807,18.353541,-0.169461,694.726807,18.527265,-0.651627,694.726807,18.454093,-0.458567,
695.233154,18.324748,-0.647369,695.233154,18.466644,-0.610803,695.233154,18.414905,-0.489142,695.233154,18.372816,-0.455182,695.233154,18.550863,-0.730243,695.233154,18.356877,-0.279497,695.233154,18.499046,-0.499650,695.233154,18.410437,-0.405755,
695.739502,18.280029,-0.719503,695.739502,18.498173,-0.617457,695.739502,18.384094,-0.556741,695.739502,18.350013,-0.584590,695.739502,18.503949,-0.606086,695.739502,18.310768,-0.149523,695.739502,18.464769,-0.465810,695.739502,18.410723,-0.358427,
696.245789,18.341209,-0.656479,696.245789,18.466909,-0.486172,696.245789,18.433789,-0.582379,696.245789,18.425975,-0.624235,696.245789,18.524256,-0.555189,696.245789,18.414355,-0.231783,696.245789,18.498728,-0.660854,696.245789,18.422652,-0.492665,
696.752136,18.267133,-0.819190,696.752136,18.490196,-0.658540,696.752136,18.362016,-0.546858,696.752136,18.360071,-0.586868,696.752136,18.476380,-0.611423,696.752136,18.341086,-0.345118,696.752136,18.488511,-0.612372,696.752136,18.378583,-0.601024,
697.258484,18.299954,-0.718176,697.258484,18.481904,-0.523272,697.258484,18.430606,-0.500526,697.258484,18.449124,-0.596716,697.258484,18.502155,-0.604339,697.258484,18.388794,-0.412394,697.258484,18.493937,-0.623496,697.258484,18.389467,-0.414337,
697.764832,18.324735,-0.584928,697.764832,18.470464,-0.475672,697.764832,18.428135,-0.603504,697.764832,18.429294,-0.626590,697.764832,18.502616,-0.617067,697.764832,18.384985,-0.260908,697.764832,18.522555,-0.533683,697.764832,18.381918,-0.344404,
698.271240,18.314320,-0.817615,698.271240,18.485834,-0.590286,698.271240,18.456010,-0.604251,698.271240,18.481431,-0.503264,698.271240,18.514607,-0.665921,698.271240,18.323250,-0.253396,698.271240,18.515274,-0.477286,698.271240,18.407228,-0.501779,
698.777588,18.330164,-0.729550,698.777588,18.471593,-0.672708,698.777588,18.397453,-0.495328,698.777588,18.399752,-0.636815,698.777588,18.548682,-0.723545,698.777588,18.334931,-0.191204,698.777588,18.484288,-0.543600,698.777588,18.418983,-0.489130,
699.283936,18.312445,-0.655911,699.283936,18.471135,-0.538965,699.283936,18.345025,-0.445046,699.283936,18.412404,-0.550950,699.283936,18.508715,-0.595245,699.283936,18.328322,-0.318884,699.283936,18.518164,-0.447971,699.283936,18.333599,-0.522968,
699.790344,18.300895,-0.655641,699.790344,18.512662,-0.543038,699.790344,18.380268,-0.530143,699.790344,18.456896,-0.536501,699.790344,18.550001,-0.601060,699.790344,18.369113,-0.407825,699.790344,18.510208,-0.574138,699.790344,18.372009,-0.492167,
700.296692,18.349572,-0.750776,700.296692,18.522954,-0.576555,700.296692,18.428597,-0.547579,700.296692,18.492094,-0.507351,700.296692,18.556543,-0.611026,700.296692,18.411018,-0.246665,700.296692,18.564821,-0.366580,700.296692,18.398663,-0.514032,
700.803101,18.336245,-0.558108,700.803101,18.474186,-0.491133,700.803101,18.443711,-0.502736,700.803101,18.435831,-0.576786,700.803101,18.539724,-0.584590,700.803101,18.385941,-0.282509,700.803101,18.522322,-0.560230,700.803101,18.404210,-0.431083,
701.309509,18.339736,-0.704333,701.309509,18.493311,-0.476729,701.309509,18.445707,-0.376001,701.309509,18.429450,-0.612411,701.309509,18.477325,-0.537690,701.309509,18.357563,-0.381932,701.309509,18.486405,-0.689327,701.309509,18.369666,-0.460779,
701.815918,18.306983,-0.634856,701.815918,18.506148,-0.528133,701.815918,18.398445,-0.311669,701.815918,18.377534,-0.438665,701.815918,18.512602,-0.609295,701.815918,18.355474,-0.355621,701.815918,18.496021,-0.525527,701.815918,18.431400,-0.494987,
702.322327,18.355244,-0.680384,702.322327,18.528446,-0.478328,702.322327,18.424555,-0.628864,702.322327,18.451671,-0.545704,702.322327,18.518075,-0.704193,702.322327,18.350041,-0.170361,702.322327,18.500610,-0.575760,702.322327,18.405600,-0.417633,
702.828735,18.332954,-0.538881,702.828735,18.504418,-0.543930,702.828735,18.406420,-0.518778,702.828735,18.430604,-0.571138,702.828735,18.587141,-0.608007,702.828735,18.403605,-0.287854,702.828735,18.517365,-0.603015,702.828735,18.423733,-0.496253,
703.335144,18.368628,-0.673219,703.335144,18.497417,-0.494170,703.335144,18.407294,-0.597331,703.335144,18.446534,-0.486926,703.335144,18.553251,-0.682687,703.335144,18.395202,-0.262957,703.335144,18.498777,-0.502564,703.335144,18.406460,-0.441891,
703.841614,18.263863,-0.764004,703.841614,18.463742,-0.631466,703.841614,18.398819,-0.531795,703.841614,18.393608,-0.624617,703.841614,18.502044,-0.542853,703.841614,18.343449,-0.193509,703.841614,18.509027,-0.670363,703.841614,18.372490,-0.446718,
704.348022,18.275470,-0.759366,704.348022,18.442717,-0.572627,704.348022,18.377856,-0.517221,704.348022,18.327644,-0.477115,704.348022,18.502206,-0.621502,704.348022,18.366479,-0.315566,704.348022,18.470213,-0.631212,704.348022,18.401941,-0.682411,
704.854492,18.328459,-0.570868,704.854492,18.482459,-0.514484,704.854492,18.413499,-0.598577,704.854492,18.411075,-0.483688,704.854492,18.549123,-0.654518,704.854492,18.408707,-0.381185,704.854492,18.520366,-0.609236,704.854492,18.390348,-0.496272,
705.360962,18.311799,-0.730262,705.360962,18.535680,-0.436076,705.360962,18.399109,-0.513791,705.360962,18.398524,-0.449603,705.360962,18.570729,-0.557544,705.360962,18.408100,-0.403514,705.360962,18.510905,-0.549075,705.360962,18.374346,-0.522978,
705.867371,18.304695,-0.686553,705.867371,18.496111,-0.446221,705.867371,18.453355,-0.628616,705.867371,18.435173,-0.534303,705.867371,18.534828,-0.642997,705.867371,18.363110,-0.378854,705.867371,18.508881,-0.614648,705.867371,18.432797,-0.469234,
706.373840,18.348224,-0.664566,706.373840,18.536357,-0.681959,706.373840,18.413817,-0.493575,706.373840,18.436743,-0.616749,706.373840,18.551946,-0.580204,706.373840,18.427537,-0.368412,706.373840,18.529249,-0.574459,706.373840,18.427924,-0.543845,
706.880310,18.305392,-0.661249,706.880310,18.513928,-0.570059,706.880310,18.432945,-0.479630,706.880310,18.405629,-0.442657,706.880310,18.535214,-0.660598,706.880310,18.357808,-0.276884,706.880310,18.487307,-0.668307,706.880310,18.404744,-0.507033,
707.386841,18.321214,-0.600589,707.386841,18.514357,-0.608380,707.386841,18.370967,-0.576663,707.386841,18.387775,-0.512713,707.386841,18.505454,-0.543617,707.386841,18.318159,-0.321036,707.386841,18.486741,-0.651218,707.386841,18.411300,-0.534079,
707.893311,18.336268,-0.532473,707.893311,18.521619,-0.588002,707.893311,18.405228,-0.477281,707.893311,18.454081,-0.503517,707.893311,18.564265,-0.542095,707.893311,18.384352,-0.329694,707.893311,18.508580,-0.668319,707.893311,18.434929,-0.433224,
708.399780,18.318474,-0.666964,708.399780,18.539236,-0.510215,708.399780,18.490262,-0.538011,708.399780,18.465694,-0.494920,708.399780,18.533484,-0.706692,708.399780,18.396099,-0.429519,708.399780,18.541171,-0.456805,708.399780,18.463094,-0.387204,
708.906311,18.338119,-0.609162,708.906311,18.567866,-0.636213,708.906311,18.404658,-0.419736,708.906311,18.456875,-0.396515,708.906311,18.540019,-0.603191,708.906311,18.380524,-0.300399,708.906311,18.460170,-0.494981,708.906311,18.363519,-0.470841,
709.412781,18.374145,-0.630746,709.412781,18.535289,-0.487839,709.412781,18.500057,-0.599804,709.412781,18.462500,-0.578902,709.412781,18.603351,-0.409990,709.412781,18.352404,-0.346747,709.412781,18.532260,-0.539286,709.412781,18.424630,-0.522547,
709.919312,18.350022,-0.674765,709.919312,18.480072,-0.415511,709.919312,18.408626,-0.480382,709.919312,18.435889,-0.409643,709.919312,18.518896,-0.685297,709.919312,18.368056,-0.356020,709.919312,18.520345,-0.579245,709.919312,18.374502,-0.573233,
710.425842,18.309506,-0.585048,710.425842,18.474221,-0.699664,710.425842,18.422691,-0.689505,710.425842,18.419040,-0.456186,710.425842,18.546266,-0.584434,710.425842,18.386702,-0.311384,710.425842,18.514709,-0.520795,710.425842,18.388077,-0.483265,
710.932312,18.351248,-0.722188,710.932312,18.563131,-0.441809,710.932312,18.476855,-0.517694,710.932312,18.469208,-0.509258,710.932312,18.576415,-0.602489,710.932312,18.371003,-0.300743,710.932312,18.551552,-0.631752,710.932312,18.474548,-0.512342,
711.438843,18.384697,-0.586686,711.438843,18.484171,-0.598144,711.438843,18.439488,-0.512043,711.438843,18.422707,-0.522693,711.438843,18.548112,-0.736663,711.438843,18.453319,-0.290852,711.438843,18.542317,-0.483705,711.438843,18.374588,-0.645389,
711.945435,18.359032,-0.626027,711.945435,18.527377,-0.437913,711.945435,18.397506,-0.611067,711.945435,18.398972,-0.410945,711.945435,18.564732,-0.602795,711.945435,18.376663,-0.308191,711.945435,18.513099,-0.499570,711.945435,18.403334,-0.576619,
712.451965,18.315972,-0.629331,712.451965,18.410015,-0.470946,712.451965,18.405351,-0.520733,712.451965,18.396605,-0.511929,712.451965,18.491000,-0.651990,712.451965,18.347707,-0.295571,712.451965,18.491670,-0.592067,712.451965,18.356785,-0.428209,
712.958496,18.382306,-0.677687,712.958496,18.619625,-0.609137,712.958496,18.497710,-0.605202,712.958496,18.460253,-0.683422,712.958496,18.599944,-0.534140,712.958496,18.413232,-0.266138,712.958496,18.511450,-0.614903,712.958496,18.423200,-0.430822,
713.465027,18.307065,-0.573190,713.465027,18.527630,-0.395731,713.465027,18.425059,-0.641571,713.465027,18.407220,-0.542345,713.465027,18.588303,-0.681417,713.465027,18.343300,-0.402278,713.465027,18.512998,-0.674337,713.465027,18.406831,-0.413277,
713.971619,18.322856,-0.620351,713.971619,18.518201,-0.448516,713.971619,18.404126,-0.548674,713.971619,18.353679,-0.522827,713.971619,18.516947,-0.577527,713.971619,18.391292,-0.428956,713.971619,18.474020,-0.569080,713.971619,18.407388,-0.445446,
714.478210,18.330365,-0.689859,714.478210,18.547634,-0.636603,714.478210,18.458948,-0.571437,714.478210,18.405362,-0.413172,714.478210,18.587065,-0.642825,714.478210,18.377310,-0.192633,714.478210,18.536148,-0.589045,714.478210,18.412572,-0.390744,
714.984741,18.346947,-0.502884,714.984741,18.497457,-0.437349,714.984741,18.465939,-0.411491,714.984741,18.415454,-0.380205,714.984741,18.525722,-0.616654,714.984741,18.407498,-0.362482,714.984741,18.530293,-0.599875,714.984741,18.391256,-0.511329,
715.491333,18.358506,-0.527529,715.491333,18.594543,-0.481695,715.491333,18.461938,-0.455949,715.491333,18.465178,-0.507364,715.491333,18.597059,-0.627815,715.491333,18.415744,-0.419945,715.491333,18.512403,-0.582692,715.491333,18.434562,-0.542069,
715.997925,18.297255,-0.555497,715.997925,18.525199,-0.548003,715.997925,18.418414,-0.401750,715.997925,18.434778,-0.499273,715.997925,18.545927,-0.483946,715.997925,18.452362,-0.452116,715.997925,18.488792,-0.599797,715.997925,18.364842,-0.399407,
716.504517,18.329634,-0.711517,716.504517,18.503126,-0.505754,716.504517,18.475685,-0.578993,716.504517,18.465640,-0.406257,716.504517,18.549750,-0.644521,716.504517,18.400146,-0.322326,716.504517,18.547832,-0.585755,716.504517,18.444318,-0.590406,
717.011108,18.387663,-0.673913,717.011108,18.587864,-0.491409,717.011108,18.448506,-0.641655,717.011108,18.476233,-0.358011,717.011108,18.607377,-0.639084,717.011108,18.398999,-0.350646,717.011108,18.575129,-0.488205,717.011108,18.461705,-0.452470,
717.517700,18.335054,-0.581186,717.517700,18.501748,-0.466529,717.517700,18.421903,-0.560728,717.517700,18.490519,-0.387201,717.517700,18.595327,-0.714907,717.517700,18.394291,-0.242505,717.517700,18.457113,-0.582047,717.517700,18.404702,-0.438904,
718.024353,18.362051,-0.625047,718.024353,18.603900,-0.570606,718.024353,18.449886,-0.594720,718.024353,18.385176,-0.649204,718.024353,18.607351,-0.779307,718.024353,18.328373,-0.270865,718.024353,18.550428,-0.399586,718.024353,18.422317,-0.470550,
718.530945,18.336890,-0.659324,718.530945,18.554852,-0.410673,718.530945,18.424704,-0.445091,718.530945,18.435935,-0.607903,718.530945,18.566028,-0.653679,718.530945,18.341226,-0.367505,718.530945,18.528405,-0.585950,718.530945,18.401637,-0.559084,
719.037598,18.352768,-0.498672,719.037598,18.516646,-0.567995,719.037598,18.463141,-0.603173,719.037598,18.439528,-0.552055,719.037598,18.573727,-0.552139,719.037598,18.412674,-0.305034,719.037598,18.534715,-0.480911,719.037598,18.451009,-0.592993,
719.544189,18.375084,-0.586176,719.544189,18.503392,-0.522849,719.544189,18.430642,-0.468713,719.544189,18.464662,-0.356923,719.544189,18.524570,-0.626567,719.544189,18.438448,-0.312481,719.544189,18.538224,-0.600782,719.544189,18.382017,-0.391275,
720.050842,18.370242,-0.593311,720.050842,18.543468,-0.511212,720.050842,18.464671,-0.697766,720.050842,18.473873,-0.409644,720.050842,18.614358,-0.691289,720.050842,18.403331,-0.308134,720.050842,18.551180,-0.636399,720.050842,18.464997,-0.395460,
720.557495,18.287278,-0.587441,720.557495,18.542052,-0.334549,720.557495,18.485095,-0.504127,720.557495,18.452548,-0.386321,720.557495,18.496482,-0.575401,720.557495,18.386560,-0.422023,720.557495,18.481977,-0.569947,720.557495,18.375909,-0.484390,
721.064148,18.319290,-0.553373,721.064148,18.503742,-0.558804,721.064148,18.440306,-0.586327,721.064148,18.436979,-0.506094,721.064148,18.541593,-0.604821,721.064148,18.387337,-0.329563,721.064148,18.510163,-0.590985,721.064148,18.427847,-0.587180,
721.570801,18.356143,-0.592003,721.570801,18.518440,-0.526633,721.570801,18.443423,-0.510814,721.570801,18.426355,-0.437640,721.570801,18.550945,-0.552524,721.570801,18.441926,-0.418325,721.570801,18.546488,-0.573025,721.570801,18.417474,-0.500366,
