Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,
354.741150,18.064467,-0.499666,354.741150,17.964844,-0.760241,354.741150,17.832844,-1.283351,354.741150,17.967030,-0.787685,354.741150,17.929884,-1.050034,354.741150,17.887330,-1.039068,354.741150,17.941240,-0.463040,354.741150,18.009367,-0.804907,
355.241821,18.040479,-0.653002,355.241821,17.888936,-0.717260,355.241821,17.915376,-0.809104,355.241821,18.074597,-0.693245,355.241821,18.017852,-0.840840,355.241821,17.908368,-0.811054,355.241821,18.007946,-0.713377,355.241821,17.986949,-0.640661,
355.742462,18.064451,-0.522777,355.742462,17.931181,-0.773524,355.742462,17.742800,-0.728166,355.742462,17.995480,-0.441022,355.742462,18.081955,-1.032526,355.742462,17.896104,-0.974876,355.742462,17.927994,-0.546070,355.742462,17.995450,-0.812457,
356.243164,18.110330,-0.439899,356.243164,17.921640,-0.412827,356.243164,17.813031,-0.903649,356.243164,18.100415,-0.790136,356.243164,17.982756,-1.054656,356.243164,17.836053,-1.114792,356.243164,18.019850,-0.768591,356.243164,18.020944,-1.013986,
356.743835,18.115714,-0.894069,356.743835,17.953307,-0.741869,356.743835,17.870890,-1.153883,356.743835,18.088079,-0.453258,356.743835,17.914997,-0.855545,356.743835,18.040650,-1.157026,356.743835,18.057875,-0.272977,356.743835,18.099799,-0.596009,
357.244537,17.960629,-0.680596,357.244537,17.969050,-0.681467,357.244537,17.778327,-0.440486,357.244537,18.131245,-0.660935,357.244537,17.951548,-0.803781,357.244537,17.861783,-1.234051,357.244537,17.947991,-0.858474,357.244537,17.996385,-0.611984,
357.745239,18.079669,-0.517182,357.745239,17.920042,-0.836253,357.745239,17.902675,-1.141358,357.745239,18.040800,-0.667732,357.745239,18.060952,-0.783290,357.745239,17.916231,-1.028328,357.745239,17.935260,-0.678688,357.745239,18.020389,-1.026090,
358.245972,18.049743,-0.594820,358.245972,18.012516,-0.973406,358.245972,17.861553,-1.230066,358.245972,18.120990,-0.576018,358.245972,18.042610,-0.829531,358.245972,18.012031,-0.546715,358.245972,17.986449,-0.256281,358.245972,18.032907,-0.381410,
358.746704,18.217178,-0.644887,358.746704,18.003365,-0.697999,358.746704,17.958293,-0.850928,358.746704,18.066092,-0.553051,358.746704,18.022139,-0.963624,358.746704,18.016605,-0.706072,358.746704,18.040823,-0.594492,358.746704,18.129548,-1.068303,
359.247437,18.019461,-0.439257,359.247437,18.051357,-0.669206,359.247437,17.936944,-1.241560,359.247437,18.094015,-1.004777,359.247437,18.056038,-0.910681,359.247437,18.005416,-1.103812,359.247437,18.050677,-0.724407,359.247437,18.091912,-1.109833,
359.748169,18.154731,-0.978994,359.748169,17.909818,-0.651527,359.748169,17.909056,-1.121059,359.748169,18.148507,-0.540517,359.748169,18.026192,-0.745304,359.748169,18.038440,-0.763332,359.748169,18.011910,-0.354870,359.748169,17.951563,-0.713293,
360.248932,18.198651,-0.552448,360.248932,17.958563,-0.840356,360.248932,18.025271,-0.958919,360.248932,18.151360,-0.681131,360.248932,18.052132,-0.919867,360.248932,18.013045,-0.926563,360.248932,18.037866,-0.602397,360.248932,18.088800,-0.930669,
360.749695,18.197190,-0.625724,360.749695,17.924411,-0.769772,360.749695,17.891389,-0.961339,360.749695,18.093093,-0.598259,360.749695,18.011277,-0.885974,360.749695,18.053635,-0.498014,360.749695,17.939665,-0.576923,360.749695,18.143637,-0.997549,
361.250488,18.081983,-0.354479,361.250488,18.000620,-0.555757,361.250488,17.950349,-0.966825,361.250488,18.171221,-0.338026,361.250488,18.022086,-0.875974,361.250488,17.947704,-0.802208,361.250488,18.059625,-0.465696,361.250488,18.042016,-0.785274,
361.751282,18.076301,-0.349845,361.751282,18.037620,-0.705507,361.751282,18.021314,-1.181786,361.751282,18.159153,-0.465123,361.751282,18.063540,-0.850885,361.751282,17.972828,-0.910797,361.751282,17.995946,-0.558096,361.751282,18.137532,-0.990664,
362.252075,18.206408,-0.498587,362.252075,17.999622,-0.844859,362.252075,17.958353,-1.345062,362.252075,18.138872,-0.600355,362.252075,17.994345,-0.923512,362.252075,18.073706,-0.761673,362.252075,18.087469,-0.788271,362.252075,18.172462,-0.427871,
362.752869,18.124965,-0.860241,362.752869,18.079626,-0.938143,362.752869,17.898153,-0.917149,362.752869,18.081176,-0.595599,362.752869,18.072453,-0.829986,362.752869,18.010327,-1.073105,362.752869,18.061450,-0.260785,362.752869,18.129591,-0.728113,
363.253693,18.215614,-0.516062,363.253693,18.080657,-0.817045,363.253693,18.016657,-1.154548,363.253693,18.141110,-0.816276,363.253693,18.062897,-0.812340,363.253693,18.034393,-1.157843,363.253693,18.041197,-0.473040,363.253693,18.224869,-0.849223,
363.754517,18.198641,-0.933770,363.754517,18.053026,-0.694759,363.754517,18.008713,-0.961529,363.754517,18.138711,-0.553529,363.754517,18.139735,-0.912202,363.754517,18.006118,-0.952446,363.754517,18.084200,-0.717150,363.754517,18.147011,-0.762684,
364.255371,18.228243,-0.815686,364.255371,18.034342,-0.705895,364.255371,18.028903,-0.828075,364.255371,18.143057,-0.843952,364.255371,18.132193,-1.141822,364.255371,18.021487,-0.762093,364.255371,18.001256,-0.634908,364.255371,18.209899,-0.655667,
364.756226,18.214448,-0.982174,364.756226,18.015188,-1.318134,364.756226,18.015029,-1.049425,364.756226,18.182638,-0.835286,364.756226,18.118307,-0.848452,364.756226,18.056598,-1.200824,364.756226,18.150332,-0.500358,364.756226,18.201023,-0.736718,
365.257080,18.246895,-0.739368,365.257080,18.121071,-0.742751,365.257080,18.121959,-1.022977,365.257080,18.178817,-0.351907,365.257080,18.187598,-0.997427,365.257080,18.078293,-0.850741,365.257080,18.043727,-0.860787,365.257080,18.121637,-0.940588,
365.757935,18.265940,-0.731434,365.757935,18.021662,-1.057400,365.757935,17.954679,-0.924120,365.757935,18.110762,-1.047466,365.757935,18.164701,-0.875932,365.757935,18.131856,-0.547127,365.757935,18.057930,-0.506920,365.757935,18.250344,-0.903572,
366.258820,18.186154,-0.241082,366.258820,18.112433,-0.999891,366.258820,18.076680,-0.775541,366.258820,18.180830,-0.691591,366.258820,18.080381,-0.647541,366.258820,18.089139,-0.946359,366.258820,18.147512,-0.908422,366.258820,18.283986,-0.773806,
366.759705,18.214299,-0.793979,366.759705,18.182269,-0.848168,366.759705,18.126448,-0.933459,366.759705,18.194883,-0.355774,366.759705,18.056767,-1.293031,366.759705,18.058478,-0.875224,366.759705,18.159862,-0.632174,366.759705,18.151486,-1.105483,
367.260620,18.262902,-0.778881,367.260620,18.177666,-0.661939,367.260620,18.101857,-1.130552,367.260620,18.356002,-0.920489,367.260620,18.114243,-1.287768,367.260620,18.257742,-1.120212,367.260620,18.167900,-0.671956,367.260620,18.170441,-0.737763,
367.761536,18.348328,-0.687766,367.761536,18.216659,-0.917721,367.761536,18.122518,-0.762921,367.761536,18.267718,-0.644244,367.761536,18.163113,-0.538692,367.761536,18.134059,-1.229022,367.761536,18.226274,-0.773417,367.761536,18.261415,-0.824527,
368.262451,18.444006,-0.280170,368.262451,18.140887,-0.636883,368.262451,18.068724,-0.883184,368.262451,18.289398,-0.494807,368.262451,18.204523,-1.071346,368.262451,18.070862,-0.926815,368.262451,18.183860,-0.988722,368.262451,18.322202,-0.661024,
368.763367,18.380891,-0.646591,368.763367,18.217599,-0.591578,368.763367,18.220315,-1.138454,368.763367,18.320907,-0.464047,368.763367,18.176777,-0.906477,368.763367,18.201906,-1.026634,368.763367,18.243217,-0.526990,368.763367,18.260089,-0.686465,
369.264313,18.338571,-0.638941,369.264313,18.183226,-0.627816,369.264313,18.094590,-1.319414,369.264313,18.288140,-0.411812,369.264313,18.380267,-1.114065,369.264313,18.220725,-0.785014,369.264313,18.075672,-0.313439,369.264313,18.246927,-0.679993,
369.765259,18.295784,-0.436451,369.765259,18.078586,-0.839208,369.765259,18.167683,-1.111339,369.765259,18.298981,-0.684926,369.765259,18.368614,-0.774146,369.765259,18.291274,-0.785121,369.765259,18.135118,-0.625547,369.765259,18.263427,-0.754248,
370.266235,18.264069,-0.710218,370.266235,18.076803,-0.604749,370.266235,18.062284,-0.937666,370.266235,18.239504,-0.489701,370.266235,18.280536,-1.142752,370.266235,18.189244,-0.869009,370.266235,18.093404,-0.709315,370.266235,18.196472,-0.395342,
370.767181,18.099504,-0.568960,370.767181,17.994227,-0.954235,370.767181,18.077561,-1.189588,370.767181,18.161616,-0.617947,370.767181,18.277747,-1.050340,370.767181,18.181258,-1.407735,370.767181,18.115088,-0.336457,370.767181,18.348138,-0.543902,
371.268158,18.214832,-0.690301,371.268158,17.939138,-0.820395,371.268158,18.045353,-0.910453,371.268158,18.132773,-0.779278,371.268158,18.183774,-0.877538,371.268158,18.183761,-0.909858,371.268158,18.105109,-0.728103,371.268158,18.138283,-0.598890,
371.769165,18.209877,-0.935438,371.769165,17.978059,-0.607015,371.769165,17.961843,-1.120674,371.769165,18.209068,-0.473444,371.769165,18.102053,-0.566037,371.769165,18.118660,-0.627904,371.769165,18.132577,-0.855055,371.769165,18.120109,-0.436647,
372.270172,18.187659,-0.439130,372.270172,18.034025,-0.758933,372.270172,17.984990,-1.139619,372.270172,18.183071,-0.599898,372.270172,18.124457,-0.714386,372.270172,18.061045,-0.961589,372.270172,18.062048,-0.465679,372.270172,18.120920,-0.416409,
372.771179,18.151880,-0.668283,372.771179,18.014415,-0.861482,372.771179,17.956618,-1.117099,372.771179,18.200417,-0.512356,372.771179,18.079190,-0.852368,372.771179,18.050067,-0.799842,372.771179,18.076310,-0.675054,372.771179,18.084911,-0.836782,
373.272186,18.186654,-0.654122,373.272186,17.947617,-0.906936,373.272186,17.967563,-0.871595,373.272186,18.077895,-0.904133,373.272186,17.966013,-0.710818,373.272186,18.063705,-0.933226,373.272186,18.122016,-0.686700,373.272186,18.142688,-0.891039,
373.773224,18.070695,-0.872967,373.773224,18.056193,-0.621682,373.773224,17.963875,-0.787777,373.773224,18.117386,-0.929663,373.773224,18.106412,-0.978528,373.773224,18.098322,-0.626792,373.773224,18.132695,-0.495972,373.773224,18.112192,-0.756672,
374.274261,18.157006,-0.564737,374.274261,18.073222,-0.831848,374.274261,17.979792,-1.333379,374.274261,18.190059,-0.796864,374.274261,18.052984,-0.801782,374.274261,17.984320,-0.932703,374.274261,18.074100,-0.509700,374.274261,18.119609,-0.733041,
374.775299,18.167043,-0.731713,374.775299,17.975887,-0.707846,374.775299,17.977778,-1.200637,374.775299,18.151584,-0.427373,374.775299,18.075995,-0.898519,374.775299,18.031906,-0.687563,374.775299,18.032549,-0.760633,374.775299,18.071805,-0.649810,
375.276367,18.087925,-0.764395,375.276367,17.947469,-0.569182,375.276367,17.997082,-1.035494,375.276367,18.199343,-0.685950,375.276367,18.088923,-0.924994,375.276367,18.023421,-0.558631,375.276367,18.031037,-0.524428,375.276367,18.079737,-0.936492,
375.777435,18.191791,-0.734000,375.777435,17.932799,-0.773286,375.777435,17.961393,-1.027987,375.777435,18.138745,-0.664980,375.777435,18.091218,-0.837821,375.777435,17.944645,-0.808144,375.777435,18.092095,-0.475832,375.777435,18.167257,-0.649122,
376.278503,18.099054,-0.896970,376.278503,17.984478,-0.580154,376.278503,18.015934,-1.036417,376.278503,18.129210,-0.792942,376.278503,18.011563,-0.954402,376.278503,18.013855,-1.044186,376.278503,17.987810,-0.793652,376.278503,18.103238,-0.629674,
376.779602,18.173230,-0.813018,376.779602,17.953280,-0.808756,376.779602,17.971658,-1.123909,376.779602,18.146001,-0.462557,376.779602,17.973100,-0.876218,376.779602,18.058891,-0.858287,376.779602,17.964481,-0.767752,376.779602,18.143136,-0.572722,
377.280701,18.099182,-0.561095,377.280701,17.911101,-0.649878,377.280701,17.945840,-1.072099,377.280701,18.063282,-0.654955,377.280701,18.038819,-0.829972,377.280701,18.036832,-1.027616,377.280701,18.043766,-0.548288,377.280701,18.122863,-0.796395,
377.781799,18.090044,-0.852662,377.781799,17.973957,-0.570044,377.781799,17.921567,-0.978738,377.781799,18.137807,-0.643589,377.781799,18.020210,-0.866207,377.781799,17.968879,-0.971386,377.781799,18.046118,-0.710098,377.781799,18.093850,-0.763869,
378.282928,18.161969,-0.836297,378.282928,18.005900,-0.758147,378.282928,17.990361,-1.105796,378.282928,18.094805,-0.641420,378.282928,18.048184,-0.742037,378.282928,18.063971,-0.958211,378.282928,18.029905,-0.660913,378.282928,18.105087,-0.729258,
378.784058,18.149679,-0.707324,378.784058,17.971836,-0.848946,378.784058,17.963285,-0.890662,378.784058,18.110065,-0.566761,378.784058,17.972237,-0.930473,378.784058,17.936362,-0.835324,378.784058,18.048749,-0.680652,378.784058,18.084035,-0.721850,
379.285187,18.104328,-0.527867,379.285187,17.975411,-0.810511,379.285187,17.933785,-1.152792,379.285187,18.112894,-0.611708,379.285187,17.992428,-0.677055,379.285187,18.137360,-0.855977,379.285187,18.025926,-0.368342,379.285187,18.112115,-0.790388,
379.786346,18.077760,-0.706123,379.786346,18.041316,-0.944977,379.786346,17.942088,-1.040237,379.786346,18.110943,-0.702404,379.786346,18.090152,-0.805896,379.786346,18.071927,-0.994568,379.786346,18.073770,-0.659287,379.786346,18.115998,-0.689088,
380.287506,18.123119,-0.810334,380.287506,17.944407,-0.858753,380.287506,17.975759,-0.961308,380.287506,18.112784,-0.541645,380.287506,18.046878,-0.742278,380.287506,18.037561,-0.893936,380.287506,18.024165,-0.576584,380.287506,18.016996,-0.593536,
380.788666,18.147100,-0.663752,380.788666,18.027094,-0.905938,380.788666,17.987729,-1.259904,380.788666,18.128323,-0.432834,380.788666,18.048870,-0.803686,380.788666,18.035874,-0.826341,380.788666,18.068515,-0.840778,380.788666,18.053925,-0.657381,
381.289856,18.190660,-0.587007,381.289856,17.995893,-0.734656,381.289856,17.990974,-0.790285,381.289856,18.160790,-0.822319,381.289856,18.104709,-0.997508,381.289856,18.098274,-0.666925,381.289856,18.019651,-0.327101,381.289856,18.080028,-0.853656,
381.791046,18.139500,-0.807878,381.791046,18.018645,-0.660134,381.791046,18.004197,-1.149232,381.791046,18.120589,-0.651541,381.791046,18.030340,-0.761726,381.791046,18.036849,-0.858658,381.791046,18.024682,-0.686947,381.791046,18.110133,-0.804264,
382.292236,18.139783,-0.898827,382.292236,17.989796,-0.736076,382.292236,17.982976,-0.994070,382.292236,18.055370,-0.563929,382.292236,18.097584,-0.793787,382.292236,18.116511,-1.121154,382.292236,18.092151,-0.718845,382.292236,18.096724,-0.426033,
382.793427,18.122752,-1.105478,382.793427,17.994916,-0.774503,382.793427,17.957682,-1.041069,382.793427,18.117797,-0.542341,382.793427,18.086651,-0.975376,382.793427,18.038595,-0.611620,382.793427,18.115507,-0.531230,382.793427,18.136182,-0.685320,
383.294647,18.111164,-0.678588,383.294647,17.919391,-0.724340,383.294647,17.967329,-0.917800,383.294647,18.092666,-0.536809,383.294647,18.081066,-1.047927,383.294647,18.024355,-0.816586,383.294647,18.102846,-0.561127,383.294647,18.129263,-0.578595,
383.795898,18.082029,-0.878632,383.795898,18.024848,-0.714450,383.795898,18.040923,-0.831641,383.795898,18.168043,-0.516152,383.795898,18.130978,-0.749435,383.795898,18.081355,-0.797273,383.795898,18.024132,-0.584341,383.795898,18.168971,-0.784777,
384.297119,18.096088,-0.611753,384.297119,17.976295,-0.865578,384.297119,18.005489,-0.986181,384.297119,18.068029,-0.656894,384.297119,18.174989,-0.729241,384.297119,17.979517,-0.926209,384.297119,18.027460,-0.307666,384.297119,18.086001,-0.596714,
384.798370,18.096935,-0.842984,384.798370,17.944193,-0.737395,384.798370,17.977433,-1.048296,384.798370,18.094983,-0.645096,384.798370,18.050910,-0.961820,384.798370,17.999188,-0.903006,384.798370,18.009611,-0.523779,384.798370,18.063414,-0.465239,
385.299622,18.151424,-0.667024,385.299622,17.986987,-0.588486,385.299622,17.946404,-1.117104,385.299622,18.136960,-0.630060,385.299622,18.056029,-0.782624,385.299622,18.034125,-0.907822,385.299622,18.048012,-0.627826,385.299622,18.050803,-0.718020,
385.800903,18.119679,-0.708960,385.800903,17.940322,-0.858942,385.800903,17.969590,-1.160938,385.800903,18.111561,-0.789437,385.800903,18.081399,-0.917011,385.800903,18.090132,-0.934229,385.800903,18.072847,-0.603959,385.800903,18.144610,-0.421078,
386.302185,18.132190,-0.901099,386.302185,18.000368,-0.814361,386.302185,18.041965,-0.798732,386.302185,18.164643,-0.477486,386.302185,18.091702,-0.784173,386.302185,18.093013,-0.856520,386.302185,17.954924,-0.487230,386.302185,18.153838,-0.500742,
386.803467,18.135210,-0.601941,386.803467,17.977446,-0.823300,386.803467,17.937599,-0.998429,386.803467,18.069508,-0.628072,386.803467,18.071088,-0.761112,386.803467,18.048335,-0.675469,386.803467,18.040048,-0.321317,386.803467,18.115393,-0.727245,
387.304749,18.135605,-0.679705,387.304749,17.954499,-0.694652,387.304749,18.035328,-1.092108,387.304749,18.161117,-0.612133,387.304749,18.046753,-1.059756,387.304749,18.044336,-0.943446,387.304749,18.094158,-0.476624,387.304749,18.093949,-0.708526,
387.806061,18.074196,-0.896478,387.806061,17.922102,-0.531759,387.806061,17.908562,-0.994851,387.806061,18.092377,-0.634931,387.806061,18.028441,-0.842791,387.806061,17.968030,-0.804268,387.806061,17.983005,-0.785357,387.806061,18.112129,-0.804401,
388.307373,18.093426,-0.704062,388.307373,17.942542,-0.786022,388.307373,17.954936,-0.963292,388.307373,18.150892,-0.528722,388.307373,17.987268,-0.881279,388.307373,18.024511,-0.946775,388.307373,18.019738,-0.718838,388.307373,18.119488,-0.665562,
388.808716,18.064450,-0.942445,388.808716,17.976431,-0.857263,388.808716,17.995314,-1.017108,388.808716,18.047794,-0.537081,388.808716,18.004595,-1.101435,388.808716,18.024215,-0.942488,388.808716,18.044302,-0.390264,388.808716,18.057659,-0.735963,
389.310028,18.073225,-0.776386,389.310028,17.905492,-0.886951,389.310028,17.937314,-0.918287,389.310028,18.088910,-0.874560,389.310028,18.017583,-0.725619,389.310028,18.028864,-1.022199,389.310028,18.020506,-0.652149,389.310028,18.013423,-0.676014,
389.811371,18.108429,-0.777936,389.811371,17.924034,-0.492708,389.811371,17.920214,-1.232241,389.811371,18.093139,-0.727205,389.811371,18.013331,-1.122415,389.811371,17.985797,-0.991332,389.811371,18.045107,-0.515686,389.811371,18.075669,-0.551143,
390.312744,18.110453,-0.705250,390.312744,17.977885,-0.790248,390.312744,18.002845,-0.885850,390.312744,18.080423,-0.924466,390.312744,18.055906,-0.889299,390.312744,17.985209,-0.941930,390.312744,18.016428,-0.705896,390.312744,18.030088,-0.560741,
390.814087,18.123846,-0.729141,390.814087,18.022223,-0.856220,390.814087,18.036948,-0.977568,390.814087,18.069646,-0.493070,390.814087,18.040387,-0.542662,390.814087,18.032398,-1.085401,390.814087,18.030437,-0.479783,390.814087,18.083177,-0.671202,
391.315491,18.112801,-0.791142,391.315491,17.960376,-0.927429,391.315491,17.939412,-1.031715,391.315491,18.038423,-0.606232,391.315491,18.022512,-0.815309,391.315491,18.011621,-0.953705,391.315491,18.023670,-0.578998,391.315491,18.061813,-0.435043,
391.816864,18.095962,-0.795761,391.816864,17.937535,-0.736119,391.816864,17.972173,-1.102937,391.816864,18.087924,-0.600903,391.816864,18.014188,-0.992937,391.816864,18.029845,-0.816923,391.816864,18.026916,-0.489284,391.816864,18.034434,-0.596130,
392.318268,18.075619,-0.743482,392.318268,17.971810,-0.716131,392.318268,17.931594,-1.180016,392.318268,18.046855,-0.978073,392.318268,18.027165,-0.825326,392.318268,17.930398,-0.889171,392.318268,18.004930,-0.504599,392.318268,18.041591,-0.679615,
392.819672,18.034965,-0.784236,392.819672,17.966058,-0.731085,392.819672,17.923618,-1.208560,392.819672,18.048131,-0.418088,392.819672,18.015471,-0.872989,392.819672,17.996855,-0.822182,392.819672,18.012553,-0.518723,392.819672,18.057527,-0.726426,
393.321075,18.071111,-0.595847,393.321075,17.919402,-0.577367,393.321075,17.938270,-1.049662,393.321075,18.082555,-0.712821,393.321075,18.030735,-0.788981,393.321075,17.990546,-0.928619,393.321075,17.978421,-0.561954,393.321075,18.024407,-0.715456,
393.822510,18.080314,-0.786405,393.822510,17.959919,-0.586865,393.822510,17.934191,-1.193403,393.822510,18.057611,-0.607329,393.822510,18.004036,-0.932822,393.822510,17.904664,-0.900798,393.822510,17.978249,-0.671695,393.822510,18.008754,-0.960383,
394.323914,18.134864,-0.659332,394.323914,17.975173,-0.779158,394.323914,17.897987,-1.109858,394.323914,18.092053,-0.712322,394.323914,17.985835,-0.874748,394.323914,18.004890,-0.841388,394.323914,17.974724,-0.413325,394.323914,17.993527,-0.691689,
394.825378,18.071739,-0.801248,394.825378,17.904006,-0.972352,394.825378,17.952361,-0.978789,394.825378,18.045599,-0.717329,394.825378,18.012627,-0.783313,394.825378,17.936981,-0.687014,394.825378,17.996278,-0.508173,394.825378,18.087926,-0.832212,
395.326813,18.057119,-0.564672,395.326813,17.895121,-0.763200,395.326813,17.960403,-1.110269,395.326813,18.106926,-0.650289,395.326813,18.038610,-0.822555,395.326813,17.969481,-0.777110,395.326813,17.967704,-0.526791,395.326813,18.036682,-0.788695,
395.828278,18.084424,-0.691762,395.828278,17.929421,-0.566405,395.828278,17.916037,-0.975776,395.828278,18.002499,-0.560988,395.828278,18.000502,-0.852121,395.828278,17.926435,-0.849478,395.828278,17.947174,-0.449588,395.828278,17.989553,-0.573293,
396.329742,18.024628,-0.841753,396.329742,17.907120,-0.845670,396.329742,17.936602,-0.918769,396.329742,18.006502,-0.725994,396.329742,17.996492,-1.008559,396.329742,17.984900,-0.773602,396.329742,17.996198,-0.575195,396.329742,18.036934,-0.815134,
396.831238,18.040345,-0.961749,396.831238,17.936711,-0.745714,396.831238,17.959528,-1.109507,396.831238,18.067786,-0.593283,396.831238,17.961800,-0.797370,396.831238,18.006063,-0.893151,396.831238,17.963913,-0.551225,396.831238,18.012666,-0.676670,
397.332733,18.027142,-0.595922,397.332733,17.935663,-0.645692,397.332733,17.906697,-0.999583,397.332733,18.042261,-0.634578,397.332733,17.973558,-0.788664,397.332733,17.991154,-0.875330,397.332733,18.004163,-0.542457,397.332733,18.048188,-0.506775,
397.834229,18.020869,-0.822943,397.834229,17.903124,-0.659928,397.834229,17.904737,-1.026682,397.834229,18.010779,-0.654073,397.834229,17.968252,-0.639148,397.834229,17.924646,-0.851037,397.834229,17.952574,-0.658951,397.834229,18.102813,-0.724677,
398.335754,18.094170,-0.794063,398.335754,17.935263,-0.693289,398.335754,17.940288,-0.991123,398.335754,18.067608,-0.695144,398.335754,17.988875,-0.908190,398.335754,17.975056,-0.700324,398.335754,17.996779,-0.512502,398.335754,18.012428,-0.795669,
398.837250,18.048694,-0.610788,398.837250,17.909998,-0.899947,398.837250,17.954182,-1.168596,398.837250,18.073459,-0.618434,398.837250,18.035381,-0.814766,398.837250,17.951548,-0.822364,398.837250,17.987823,-0.443031,398.837250,18.020856,-0.495800,
399.338806,18.048972,-0.818541,399.338806,17.933828,-0.706972,399.338806,17.948943,-0.983854,399.338806,18.048508,-0.577918,399.338806,18.003953,-1.098300,399.338806,17.945235,-0.837715,399.338806,17.967245,-0.513494,399.338806,18.054587,-0.671425,
399.840332,18.104300,-0.965466,399.840332,17.921096,-0.685767,399.840332,17.960457,-1.071115,399.840332,18.042431,-0.800084,399.840332,17.955255,-0.865232,399.840332,17.982175,-0.826724,399.840332,17.975813,-0.536380,399.840332,18.015019,-0.702444,
400.341888,18.072756,-0.885518,400.341888,17.925677,-0.646530,400.341888,17.913847,-0.907771,400.341888,18.037738,-0.844987,400.341888,17.996125,-0.851543,400.341888,17.966565,-0.942238,400.341888,17.939663,-0.528522,400.341888,18.027607,-0.561369,
400.843445,18.084554,-0.932270,400.843445,17.899929,-0.646808,400.843445,17.947916,-0.989613,400.843445,18.064527,-0.778963,400.843445,18.008075,-1.027477,400.843445,17.936977,-0.862913,400.843445,18.046544,-0.476782,400.843445,18.059141,-0.941735,
401.345001,18.047999,-0.870599,401.345001,17.902240,-0.932328,401.345001,17.924757,-0.947535,401.345001,18.041755,-0.680980,401.345001,17.974609,-0.863049,401.345001,17.959781,-0.909507,401.345001,17.925623,-0.620546,401.345001,18.041656,-0.713510,
401.846588,18.073983,-0.921541,401.846588,18.015101,-0.763986,401.846588,17.971247,-1.037604,401.846588,18.101044,-0.619679,401.846588,18.011340,-0.587154,401.846588,17.984814,-0.732764,401.846588,17.981231,-0.319847,401.846588,18.069727,-0.896426,
402.348175,18.028399,-0.722820,402.348175,17.892673,-0.568798,402.348175,17.928263,-1.123389,402.348175,18.059918,-0.780503,402.348175,17.961333,-0.774081,402.348175,17.989873,-0.811713,402.348175,17.958942,-0.487543,402.348175,18.022168,-0.445435,
402.849762,18.047860,-0.780258,402.849762,17.935478,-0.768145,402.849762,17.917903,-0.842848,402.849762,18.052580,-0.751821,402.849762,17.991645,-0.781947,402.849762,17.974977,-0.701020,402.849762,17.973305,-0.582686,402.849762,18.061587,-0.641791,
403.351379,18.065312,-0.843074,403.351379,17.966975,-0.898201,403.351379,17.940559,-1.000816,403.351379,18.116517,-0.851479,403.351379,17.963870,-0.872496,403.351379,18.011665,-0.892161,403.351379,18.005904,-0.682556,403.351379,18.028148,-0.696279,
403.852997,18.081951,-0.831915,403.852997,17.950392,-0.817397,403.852997,17.922353,-0.995198,403.852997,18.042784,-0.699733,403.852997,18.011723,-0.827870,403.852997,17.957401,-0.824419,403.852997,17.985554,-0.459576,403.852997,18.034160,-0.620645,
404.354614,18.042977,-0.877018,404.354614,17.939096,-0.826848,404.354614,17.902950,-1.129941,404.354614,18.008869,-0.748661,404.354614,18.004378,-0.860973,404.354614,17.979874,-0.830370,404.354614,17.969343,-0.606909,404.354614,18.043579,-0.735965,
404.856262,18.064307,-0.902031,404.856262,17.947885,-0.721769,404.856262,17.938616,-1.059665,404.856262,18.095616,-0.642600,404.856262,18.030914,-0.668199,404.856262,17.932308,-0.709750,404.856262,17.939291,-0.496875,404.856262,18.032740,-0.805946,
405.357910,18.049012,-0.797160,405.357910,17.939266,-0.770886,405.357910,17.959583,-1.036934,405.357910,18.063877,-0.671571,405.357910,17.974843,-0.605904,405.357910,17.948549,-1.028268,405.357910,18.006996,-0.647716,405.357910,18.086562,-0.508174,
405.859558,18.057648,-0.888187,405.859558,17.953309,-0.717750,405.859558,17.917427,-1.043528,405.859558,18.066759,-0.852661,405.859558,18.030125,-0.670727,405.859558,18.034258,-0.679208,405.859558,18.039923,-0.617970,405.859558,18.092976,-0.746516,
406.361237,18.116601,-0.738668,406.361237,17.945636,-0.848503,406.361237,17.954500,-1.104882,406.361237,18.103260,-0.793912,406.361237,18.036244,-0.970811,406.361237,18.003566,-0.790215,406.361237,17.988087,-0.384022,406.361237,18.067679,-0.849800,
406.862915,18.069325,-0.775233,406.862915,17.945222,-0.796776,406.862915,17.983865,-0.975688,406.862915,18.027085,-0.735179,406.862915,18.030000,-0.875426,406.862915,18.009224,-0.846268,406.862915,17.998687,-0.452060,406.862915,18.061602,-0.647216,
407.364594,18.066932,-0.934788,407.364594,17.937615,-0.608051,407.364594,17.941488,-0.989115,407.364594,18.011210,-0.742807,407.364594,17.941640,-0.877018,407.364594,17.982820,-0.909900,407.364594,17.964004,-0.421001,407.364594,17.995184,-0.613820,
407.866272,18.030190,-0.706337,407.866272,17.912788,-0.694362,407.866272,17.979430,-0.958065,407.866272,18.036381,-0.797574,407.866272,17.988329,-0.770374,407.866272,17.968603,-0.972098,407.866272,18.002957,-0.433076,407.866272,18.055000,-0.680304,
