Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,Wavelength(nm),Psi,Delta,
402.849762,12.367936,0.002396,402.849762,12.865685,1.730573,402.849762,12.328959,1.092150,402.849762,12.604931,1.200222,402.849762,12.486415,0.203741,402.849762,12.581018,1.086273,402.849762,12.451004,1.497036,402.849762,12.513004,0.550352,
403.351379,12.392232,-0.037439,403.351379,12.927610,1.816639,403.351379,12.378780,1.203937,403.351379,12.617627,1.092178,403.351379,12.505982,0.366798,403.351379,12.585948,0.982666,403.351379,12.483887,1.312758,403.351379,12.541729,0.720257,
403.852997,12.376617,-0.090947,403.852997,12.910987,1.958512,403.852997,12.374226,1.155543,403.852997,12.575784,1.105615,403.852997,12.503736,0.096044,403.852997,12.599060,1.055175,403.852997,12.443179,1.542089,403.852997,12.512425,0.762796,
404.354614,12.333230,0.022347,404.354614,12.870474,1.779040,404.354614,12.348657,1.226781,404.354614,12.582041,1.168990,404.354614,12.474753,0.219646,404.354614,12.607407,1.010606,404.354614,12.466542,1.488404,404.354614,12.481035,0.786033,
404.856262,12.390742,-0.074913,404.856262,12.909410,1.836750,404.856262,12.361807,1.085589,404.856262,12.594655,1.116424,404.856262,12.506790,0.175816,404.856262,12.537398,0.999929,404.856262,12.465515,1.540622,404.856262,12.500764,0.782387,
405.357910,12.372010,0.017090,405.357910,12.884646,1.914671,405.357910,12.386288,1.321551,405.357910,12.632676,1.185557,405.357910,12.504575,0.265466,405.357910,12.630115,1.051404,405.357910,12.478474,1.417180,405.357910,12.523793,0.821730,
405.859558,12.370153,0.085541,405.859558,12.902407,1.802511,405.859558,12.341387,1.130817,405.859558,12.622194,1.021267,405.859558,12.511963,0.244691,405.859558,12.630144,1.097317,405.859558,12.474548,1.608016,405.859558,12.536974,1.035345,
406.361237,12.391591,-0.029756,406.361237,12.922700,1.858820,406.361237,12.391932,1.287368,406.361237,12.614531,1.141654,406.361237,12.541868,0.309238,406.361237,12.632956,1.020479,406.361237,12.477694,1.550460,406.361237,12.534948,0.615638,
406.862915,12.426686,0.046284,406.862915,12.916464,1.744081,406.862915,12.391676,1.123915,406.862915,12.633680,1.053101,406.862915,12.511652,0.142736,406.862915,12.636114,0.907041,406.862915,12.523425,1.501588,406.862915,12.540482,0.782286,
407.364594,12.377143,-0.164749,407.364594,12.946956,2.005198,407.364594,12.359252,1.083112,407.364594,12.621222,1.165201,407.364594,12.510935,0.243406,407.364594,12.640309,0.950457,407.364594,12.493684,1.385100,407.364594,12.541680,0.710494,
407.866272,12.388050,0.039738,407.866272,12.937293,1.924903,407.866272,12.394227,1.195145,407.866272,12.664050,1.252398,407.866272,12.532019,0.174344,407.866272,12.630772,1.069560,407.866272,12.488313,1.473390,407.866272,12.560276,0.757346,
408.367981,12.384378,0.037584,408.367981,12.941839,1.908995,408.367981,12.385591,1.116609,408.367981,12.594192,1.273762,408.367981,12.492608,0.244568,408.367981,12.630922,1.068316,408.367981,12.489557,1.558130,408.367981,12.556305,0.604663,
408.869690,12.421447,-0.158189,408.869690,12.911962,1.920051,408.869690,12.373579,0.841462,408.869690,12.618752,1.255999,408.869690,12.549342,0.211614,408.869690,12.645215,1.101720,408.869690,12.496237,1.653598,408.869690,12.577697,0.688424,
409.371429,12.390198,-0.013822,409.371429,12.913980,1.911668,409.371429,12.407264,1.066843,409.371429,12.679022,1.196572,409.371429,12.562580,0.166562,409.371429,12.659776,0.988679,409.371429,12.520167,1.507661,409.371429,12.543868,0.765849,
409.873169,12.438429,-0.082922,409.873169,12.928474,1.899680,409.873169,12.420653,0.978732,409.873169,12.650945,1.200260,409.873169,12.545559,0.112166,409.873169,12.642227,1.268835,409.873169,12.557551,1.500688,409.873169,12.583060,0.635881,
410.374908,12.406496,-0.071691,410.374908,12.956429,1.976393,410.374908,12.478173,0.965719,410.374908,12.641980,1.255664,410.374908,12.524401,0.379158,410.374908,12.663477,1.213528,410.374908,12.463078,1.425364,410.374908,12.570274,0.705857,
410.876648,12.455255,-0.068067,410.876648,12.958659,2.073253,410.876648,12.408708,1.099257,410.876648,12.686447,1.046407,410.876648,12.570528,0.268340,410.876648,12.647473,1.079920,410.876648,12.518161,1.454274,410.876648,12.591154,0.744822,
411.378418,12.452875,0.025169,411.378418,12.974622,1.926035,411.378418,12.445790,0.941280,411.378418,12.654659,1.168618,411.378418,12.564506,0.290233,411.378418,12.650595,0.989690,411.378418,12.565600,1.528663,411.378418,12.541967,0.615984,
411.880188,12.396287,-0.054614,411.880188,12.968784,1.972991,411.880188,12.385958,0.910217,411.880188,12.621001,1.136826,411.880188,12.538341,0.204286,411.880188,12.676034,1.028544,411.880188,12.497662,1.596217,411.880188,12.553584,0.574120,
412.381958,12.456869,0.159380,412.381958,12.994186,1.829516,412.381958,12.402683,0.889619,412.381958,12.663664,1.158006,412.381958,12.562976,0.329261,412.381958,12.676926,1.013277,412.381958,12.531237,1.457343,412.381958,12.594233,0.895950,
412.883759,12.446762,0.088448,412.883759,12.920187,1.945796,412.883759,12.438813,1.069900,412.883759,12.678874,1.076602,412.883759,12.572432,0.286231,412.883759,12.661908,1.257416,412.883759,12.535390,1.642844,412.883759,12.570066,0.888412,
413.385559,12.413910,0.000490,413.385559,12.937835,1.897073,413.385559,12.408340,0.785306,413.385559,12.651189,1.155860,413.385559,12.567910,0.231367,413.385559,12.661501,1.050852,413.385559,12.508711,1.412326,413.385559,12.600603,0.758088,
413.887360,12.424685,-0.080791,413.887360,12.970049,1.854575,413.887360,12.419691,0.890885,413.887360,12.641374,1.185760,413.887360,12.576093,0.266412,413.887360,12.687810,1.007711,413.887360,12.527612,1.544109,413.887360,12.542515,0.589471,
414.389191,12.453358,0.087284,414.389191,12.941216,2.100578,414.389191,12.411375,0.965370,414.389191,12.673856,1.182827,414.389191,12.573820,0.507644,414.389191,12.648362,1.158867,414.389191,12.556352,1.672943,414.389191,12.587520,0.801143,
414.891022,12.472883,0.087651,414.891022,12.946335,1.998729,414.891022,12.445056,1.099936,414.891022,12.696700,1.016042,414.891022,12.633258,0.170262,414.891022,12.676104,0.996476,414.891022,12.540514,1.422551,414.891022,12.614804,0.675094,
415.392853,12.457655,-0.066490,415.392853,12.961373,1.874797,415.392853,12.441419,0.895589,415.392853,12.651201,1.206125,415.392853,12.598039,0.105213,415.392853,12.666887,1.083988,415.392853,12.532891,1.494279,415.392853,12.607591,0.640251,
415.894684,12.474223,0.087590,415.894684,12.958564,1.933074,415.894684,12.479936,0.926886,415.894684,12.706185,1.111982,415.894684,12.614610,0.380620,415.894684,12.678645,1.031233,415.894684,12.557568,1.438308,415.894684,12.605126,0.710323,
416.396545,12.432597,-0.049145,416.396545,12.956482,1.902153,416.396545,12.446997,1.048554,416.396545,12.670677,1.101333,416.396545,12.575340,0.296792,416.396545,12.671432,1.066203,416.396545,12.534005,1.479618,416.396545,12.602350,0.783893,
416.898407,12.464503,-0.129160,416.898407,12.992627,1.859735,416.898407,12.453323,0.943283,416.898407,12.708871,1.208046,416.898407,12.595731,0.184876,416.898407,12.706475,1.020061,416.898407,12.557668,1.360950,416.898407,12.590075,0.754037,
417.400299,12.507691,-0.087000,417.400299,12.955116,1.928531,417.400299,12.459122,0.703120,417.400299,12.696618,1.134379,417.400299,12.601773,0.211753,417.400299,12.653987,1.006298,417.400299,12.569275,1.442992,417.400299,12.592612,0.648201,
417.902191,12.469859,0.049406,417.902191,12.982570,1.948697,417.902191,12.466900,0.756952,417.902191,12.700835,1.077354,417.902191,12.598872,0.310890,417.902191,12.690654,1.162328,417.902191,12.608013,1.404523,417.902191,12.626768,0.776484,
418.404083,12.485398,-0.089942,418.404083,12.986972,2.011492,418.404083,12.461197,0.759577,418.404083,12.712131,0.990388,418.404083,12.625353,0.315910,418.404083,12.680088,1.101356,418.404083,12.571531,1.503220,418.404083,12.612672,0.712172,
418.905975,12.507429,-0.034036,418.905975,12.983091,1.946289,418.905975,12.504393,0.888542,418.905975,12.706793,1.247334,418.905975,12.622447,0.314783,418.905975,12.684924,1.012205,418.905975,12.590616,1.580733,418.905975,12.627754,0.724314,
419.407898,12.487374,-0.088023,419.407898,12.997534,1.958539,419.407898,12.475728,0.774360,419.407898,12.711580,1.244504,419.407898,12.634124,0.297623,419.407898,12.730658,1.045918,419.407898,12.600575,1.510047,419.407898,12.606543,0.723420,
419.909821,12.480525,0.004883,419.909821,13.001259,1.875004,419.909821,12.511494,0.910232,419.909821,12.692644,1.066626,419.909821,12.615795,0.330178,419.909821,12.653823,1.080124,419.909821,12.591280,1.385432,419.909821,12.642669,0.691225,
420.411743,12.481134,-0.031116,420.411743,12.974084,1.949831,420.411743,12.450611,0.916439,420.411743,12.724124,1.186994,420.411743,12.589823,0.416705,420.411743,12.688727,1.043829,420.411743,12.615765,1.255320,420.411743,12.623903,0.849946,
420.913696,12.470950,0.004894,420.913696,12.972817,2.038203,420.913696,12.479686,0.768032,420.913696,12.710155,0.934520,420.913696,12.614978,0.289232,420.913696,12.704754,1.111857,420.913696,12.569842,1.565510,420.913696,12.605315,0.718961,
421.415649,12.487065,-0.069175,421.415649,13.002151,2.041986,421.415649,12.489092,0.904785,421.415649,12.701335,1.079260,421.415649,12.632788,0.164499,421.415649,12.695370,1.081771,421.415649,12.588151,1.415741,421.415649,12.613019,0.742965,
421.917603,12.482975,0.170081,421.917603,13.005748,1.957502,421.917603,12.487954,0.735362,421.917603,12.728681,1.159276,421.917603,12.617246,0.221449,421.917603,12.722653,1.170363,421.917603,12.598833,1.515633,421.917603,12.624814,0.696640,
422.419586,12.489571,-0.144495,422.419586,12.972407,1.973697,422.419586,12.453590,0.782777,422.419586,12.755134,0.979029,422.419586,12.640807,0.311904,422.419586,12.667160,0.956026,422.419586,12.623692,1.379310,422.419586,12.618868,0.660889,
422.921539,12.500277,-0.075373,422.921539,12.988719,1.993696,422.921539,12.494763,0.723942,422.921539,12.709796,1.202421,422.921539,12.638518,0.190967,422.921539,12.713088,1.131978,422.921539,12.596064,1.426983,422.921539,12.647015,0.642909,
423.423553,12.495692,-0.082608,423.423553,13.038644,1.934207,423.423553,12.496714,0.864519,423.423553,12.711423,0.905800,423.423553,12.663984,0.149049,423.423553,12.708425,0.948467,423.423553,12.614069,1.527027,423.423553,12.669958,0.718884,
423.925537,12.532340,-0.007891,423.925537,13.002236,1.931151,423.925537,12.508121,0.796453,423.925537,12.747914,1.157123,423.925537,12.648039,0.262460,423.925537,12.698165,1.022748,423.925537,12.618588,1.502973,423.925537,12.676639,0.679457,
424.427551,12.513253,0.049806,424.427551,12.986181,1.880121,424.427551,12.528390,0.875096,424.427551,12.750509,1.129564,424.427551,12.633732,0.184681,424.427551,12.718409,1.040426,424.427551,12.593495,1.513318,424.427551,12.656756,0.637347,
424.929565,12.523072,-0.012308,424.929565,13.035149,2.015010,424.929565,12.515441,1.051463,424.929565,12.778411,1.127231,424.929565,12.659001,0.345336,424.929565,12.695639,1.242945,424.929565,12.598911,1.597525,424.929565,12.668309,0.648176,
425.431580,12.520612,0.054260,425.431580,13.008200,2.016985,425.431580,12.517242,0.745992,425.431580,12.760019,1.079315,425.431580,12.685667,0.385738,425.431580,12.731007,1.053849,425.431580,12.648502,1.513086,425.431580,12.658624,0.838459,
425.933624,12.532080,0.117463,425.933624,12.990267,1.991618,425.933624,12.537851,0.602559,425.933624,12.740701,1.087797,425.933624,12.671770,0.233257,425.933624,12.708604,1.096201,425.933624,12.608293,1.506919,425.933624,12.663101,0.758445,
426.435669,12.536058,0.288147,426.435669,13.030786,2.145669,426.435669,12.551753,0.667412,426.435669,12.755348,1.074121,426.435669,12.663613,0.161937,426.435669,12.701442,0.982008,426.435669,12.634992,1.406695,426.435669,12.638137,0.583005,
426.937744,12.517056,0.074795,426.937744,13.003381,2.006910,426.937744,12.510394,0.751420,426.937744,12.761544,1.141350,426.937744,12.673821,0.213987,426.937744,12.677176,1.088685,426.937744,12.614466,1.595081,426.937744,12.667172,0.666917,
427.439789,12.491934,0.118462,427.439789,13.010729,2.001389,427.439789,12.524043,0.795043,427.439789,12.752775,1.009166,427.439789,12.671736,0.243285,427.439789,12.697775,1.023783,427.439789,12.634430,1.445663,427.439789,12.660932,0.609896,
427.941864,12.543105,-0.117881,427.941864,13.031266,2.004017,427.941864,12.524203,0.729895,427.941864,12.784315,1.141376,427.941864,12.684230,0.252935,427.941864,12.753720,1.214925,427.941864,12.647018,1.429906,427.941864,12.706588,0.648125,
428.443939,12.561741,0.039692,428.443939,13.036426,2.008360,428.443939,12.536062,0.709860,428.443939,12.779161,1.275849,428.443939,12.661194,0.221755,428.443939,12.745161,1.147547,428.443939,12.630932,1.467442,428.443939,12.662297,0.811686,
428.946045,12.564676,0.020840,428.946045,13.039025,1.998657,428.946045,12.527827,0.676018,428.946045,12.744355,1.011856,428.946045,12.681232,0.235878,428.946045,12.714157,1.131159,428.946045,12.633527,1.468055,428.946045,12.670238,0.707380,
429.448151,12.553159,-0.166224,429.448151,13.055619,1.937824,429.448151,12.514940,0.833384,429.448151,12.783043,0.985079,429.448151,12.709972,0.282026,429.448151,12.727272,1.147739,429.448151,12.648267,1.510366,429.448151,12.703553,0.632375,
429.950256,12.564715,-0.021786,429.950256,13.028078,2.146284,429.950256,12.507133,0.748973,429.950256,12.742027,0.993116,429.950256,12.706538,0.223052,429.950256,12.712518,0.959794,429.950256,12.652541,1.434529,429.950256,12.664307,0.665690,
430.452393,12.559346,-0.100069,430.452393,13.000558,1.956289,430.452393,12.548185,0.721569,430.452393,12.776700,1.051003,430.452393,12.677095,0.351540,430.452393,12.747398,1.128167,430.452393,12.679417,1.578943,430.452393,12.691652,0.790619,
430.954498,12.560834,0.236172,430.954498,13.040531,1.996207,430.954498,12.543275,0.674602,430.954498,12.765007,1.109054,430.954498,12.684340,0.296518,430.954498,12.748057,0.991140,430.954498,12.700464,1.526195,430.954498,12.717516,0.759851,
431.456665,12.540871,0.130191,431.456665,13.021720,2.130596,431.456665,12.563747,0.556705,431.456665,12.763079,0.992766,431.456665,12.682497,0.139031,431.456665,12.751184,1.163788,431.456665,12.639384,1.481231,431.456665,12.696143,0.665594,
431.958801,12.564039,0.019374,431.958801,13.027988,1.932940,431.958801,12.549063,0.713606,431.958801,12.779972,1.017914,431.958801,12.688965,0.264279,431.958801,12.754643,1.164330,431.958801,12.686240,1.400146,431.958801,12.700082,0.792283,
432.460968,12.551794,-0.008949,432.460968,13.038719,2.030389,432.460968,12.533142,0.571188,432.460968,12.794482,1.015397,432.460968,12.721410,0.093865,432.460968,12.708970,1.051181,432.460968,12.649407,1.426940,432.460968,12.692671,0.765908,
432.963135,12.551811,0.160050,432.963135,13.033611,2.115538,432.963135,12.545689,0.522937,432.963135,12.828472,1.137596,432.963135,12.703350,0.329028,432.963135,12.743451,1.042430,432.963135,12.695721,1.409084,432.963135,12.716333,0.642262,
433.465302,12.579244,0.000954,433.465302,13.050111,2.121493,433.465302,12.563938,0.545166,433.465302,12.789845,1.003125,433.465302,12.688094,0.357500,433.465302,12.746269,1.085900,433.465302,12.677467,1.419341,433.465302,12.692096,0.715076,
433.967499,12.558425,0.070090,433.967499,13.043058,1.929113,433.967499,12.557891,0.790186,433.967499,12.762233,0.922440,433.967499,12.685719,0.246936,433.967499,12.723736,1.070107,433.967499,12.673012,1.476128,433.967499,12.691949,0.728197,
434.469696,12.596168,-0.035651,434.469696,13.051613,2.175067,434.469696,12.564168,0.581269,434.469696,12.780179,1.062963,434.469696,12.738426,0.363839,434.469696,12.737723,1.141231,434.469696,12.679691,1.464223,434.469696,12.713643,0.786686,
434.971893,12.579796,-0.035678,434.971893,13.059825,2.048946,434.971893,12.583588,0.681983,434.971893,12.810735,1.063688,434.971893,12.699604,0.220142,434.971893,12.743904,1.149040,434.971893,12.657625,1.411373,434.971893,12.699363,0.783074,
435.474121,12.571992,0.062955,435.474121,13.064002,2.028877,435.474121,12.558625,0.626554,435.474121,12.834362,1.004051,435.474121,12.723838,0.176889,435.474121,12.772013,1.163070,435.474121,12.662611,1.342058,435.474121,12.725922,0.697490,
435.976318,12.591331,0.073514,435.976318,13.066554,2.081702,435.976318,12.582471,0.521788,435.976318,12.803719,0.908945,435.976318,12.733702,0.376228,435.976318,12.750715,1.023192,435.976318,12.696299,1.473225,435.976318,12.722583,0.726573,
436.478577,12.581993,-0.056801,436.478577,13.054573,2.058784,436.478577,12.547606,0.741477,436.478577,12.812527,1.089723,436.478577,12.730020,0.269248,436.478577,12.749130,1.179467,436.478577,12.680358,1.357351,436.478577,12.712434,0.754566,
436.980804,12.612205,0.027107,436.980804,13.047463,2.107293,436.980804,12.571485,0.628815,436.980804,12.811043,1.035714,436.980804,12.746242,0.221050,436.980804,12.745926,1.000076,436.980804,12.700006,1.443750,436.980804,12.715458,0.700406,
437.483063,12.576929,-0.031092,437.483063,13.078264,2.048896,437.483063,12.569310,0.689087,437.483063,12.799385,1.020949,437.483063,12.744007,0.280356,437.483063,12.755922,1.205729,437.483063,12.668284,1.608350,437.483063,12.721200,0.785787,
437.985321,12.571483,-0.025386,437.985321,13.032786,1.955146,437.985321,12.594752,0.527786,437.985321,12.804353,0.987876,437.985321,12.759774,0.271729,437.985321,12.760660,1.118139,437.985321,12.715876,1.360366,437.985321,12.744650,0.692710,
438.487579,12.587183,0.062015,438.487579,13.066337,2.051297,438.487579,12.585971,0.735663,438.487579,12.815050,1.000034,438.487579,12.741779,0.383347,438.487579,12.756855,1.161660,438.487579,12.718818,1.546044,438.487579,12.743705,0.653536,
438.989868,12.592329,0.030123,438.989868,13.044935,2.037012,438.989868,12.601955,0.559678,438.989868,12.824180,0.964947,438.989868,12.746515,0.264793,438.989868,12.769760,1.147216,438.989868,12.691925,1.315779,438.989868,12.727912,0.738080,
439.492157,12.614372,-0.050404,439.492157,13.052967,2.148726,439.492157,12.606728,0.449058,439.492157,12.812804,0.971475,439.492157,12.726664,0.308741,439.492157,12.756263,1.197238,439.492157,12.693138,1.500770,439.492157,12.723339,0.828646,
439.994446,12.596099,0.162409,439.994446,13.037137,2.036265,439.994446,12.587217,0.598754,439.994446,12.814483,0.956689,439.994446,12.754750,0.241107,439.994446,12.743985,1.211933,439.994446,12.681956,1.439683,439.994446,12.750737,0.739258,
440.496765,12.607359,0.015944,440.496765,13.067215,2.149824,440.496765,12.580835,0.527956,440.496765,12.848956,0.868650,440.496765,12.728166,0.296929,440.496765,12.754296,1.169875,440.496765,12.709069,1.381388,440.496765,12.734614,0.738765,
440.999084,12.623588,0.042685,440.999084,13.065973,2.099508,440.999084,12.586007,0.366375,440.999084,12.833025,1.010583,440.999084,12.739724,0.322971,440.999084,12.741715,1.106803,440.999084,12.720356,1.476019,440.999084,12.729591,0.701409,
441.501404,12.607273,-0.021927,441.501404,13.084287,2.180538,441.501404,12.610676,0.379538,441.501404,12.793810,0.932771,441.501404,12.772978,0.175370,441.501404,12.775933,1.163220,441.501404,12.692714,1.500995,441.501404,12.742208,0.778174,
442.003754,12.567197,0.025438,442.003754,13.046734,2.171569,442.003754,12.617586,0.490301,442.003754,12.823783,1.031247,442.003754,12.759295,0.416012,442.003754,12.772683,1.103024,442.003754,12.676801,1.446444,442.003754,12.730986,0.747924,
442.506073,12.617544,0.041856,442.506073,13.079306,2.186236,442.506073,12.601517,0.542326,442.506073,12.848700,1.061775,442.506073,12.776113,0.273913,442.506073,12.790588,1.219300,442.506073,12.723578,1.388090,442.506073,12.746674,0.676114,
443.008423,12.612988,0.096803,443.008423,13.071675,2.038142,443.008423,12.608923,0.475267,443.008423,12.851211,0.958516,443.008423,12.770060,0.268018,443.008423,12.765982,1.051897,443.008423,12.710819,1.449453,443.008423,12.747514,0.689419,
443.510803,12.619087,0.072107,443.510803,13.081877,2.156976,443.510803,12.619956,0.520958,443.510803,12.852778,0.963994,443.510803,12.771615,0.266725,443.510803,12.768105,1.237363,443.510803,12.709045,1.496918,443.510803,12.755565,0.705709,
444.013184,12.600397,0.066311,444.013184,13.052489,2.102627,444.013184,12.619735,0.344586,444.013184,12.827476,0.969593,444.013184,12.764875,0.140631,444.013184,12.756600,1.167184,444.013184,12.736534,1.274806,444.013184,12.736941,0.604394,
444.515564,12.648376,0.010561,444.515564,13.060263,2.196469,444.515564,12.652477,0.475092,444.515564,12.848977,0.926620,444.515564,12.777598,0.188044,444.515564,12.761644,1.200652,444.515564,12.740818,1.446124,444.515564,12.787436,0.739356,
445.017944,12.621706,-0.040146,445.017944,13.087174,2.249217,445.017944,12.625941,0.412214,445.017944,12.857953,0.946902,445.017944,12.803687,0.236687,445.017944,12.763489,1.241489,445.017944,12.734864,1.424264,445.017944,12.789536,0.604189,
445.520355,12.633028,0.042094,445.520355,13.057030,2.117956,445.520355,12.619822,0.381318,445.520355,12.825883,0.986131,445.520355,12.770191,0.300320,445.520355,12.780832,1.102152,445.520355,12.739712,1.412188,445.520355,12.784258,0.634838,
446.022766,12.633662,-0.065364,446.022766,13.055734,2.071534,446.022766,12.604540,0.485952,446.022766,12.853525,1.135958,446.022766,12.771271,0.329892,446.022766,12.777681,1.188501,446.022766,12.731664,1.502871,446.022766,12.752253,0.662463,
446.525177,12.637156,0.110846,446.525177,13.077262,2.198726,446.525177,12.619388,0.500815,446.525177,12.851974,0.951801,446.525177,12.764213,0.359731,446.525177,12.772670,1.017662,446.525177,12.779755,1.367788,446.525177,12.763508,0.838589,
447.027588,12.621983,0.105524,447.027588,13.042188,2.135116,447.027588,12.615226,0.401840,447.027588,12.848867,0.894884,447.027588,12.784784,0.212737,447.027588,12.744704,1.171570,447.027588,12.730308,1.356877,447.027588,12.750735,0.711322,
447.530029,12.654686,-0.062688,447.530029,13.073993,2.226202,447.530029,12.640946,0.592003,447.530029,12.861609,1.046506,447.530029,12.773931,0.207316,447.530029,12.783423,1.116331,447.530029,12.708592,1.332566,447.530029,12.765815,0.559603,
448.032471,12.637652,0.118454,448.032471,13.064076,2.209969,448.032471,12.662806,0.485790,448.032471,12.854841,0.919649,448.032471,12.778730,0.284572,448.032471,12.752393,1.185590,448.032471,12.713680,1.361863,448.032471,12.776790,0.706227,
448.534943,12.623335,0.137611,448.534943,13.072900,2.305589,448.534943,12.619187,0.415156,448.534943,12.864413,0.845638,448.534943,12.804213,0.348223,448.534943,12.751842,1.169662,448.534943,12.745610,1.388264,448.534943,12.777620,0.710330,
449.037415,12.650112,-0.039696,449.037415,13.071892,2.149554,449.037415,12.623180,0.442628,449.037415,12.860427,0.915382,449.037415,12.773791,0.363440,449.037415,12.780318,1.314398,449.037415,12.736247,1.450112,449.037415,12.769882,0.719800,
449.539886,12.623344,0.092031,449.539886,13.066480,2.233520,449.539886,12.624956,0.386808,449.539886,12.861705,0.920745,449.539886,12.772876,0.243036,449.539886,12.773731,1.259429,449.539886,12.750303,1.313714,449.539886,12.774527,0.690602,
450.042358,12.640669,0.006821,450.042358,13.072955,2.082797,450.042358,12.645889,0.370041,450.042358,12.864591,0.947573,450.042358,12.791918,0.256235,450.042358,12.772714,1.213736,450.042358,12.713418,1.408871,450.042358,12.774139,0.713804,
450.544861,12.636986,-0.085009,450.544861,13.073980,2.096566,450.544861,12.635026,0.431032,450.544861,12.866230,1.025840,450.544861,12.803581,0.198611,450.544861,12.815914,1.176349,450.544861,12.765446,1.477976,450.544861,12.767791,0.757920,
451.047333,12.665736,0.095599,451.047333,13.073007,2.244368,451.047333,12.669738,0.469538,451.047333,12.869845,0.879929,451.047333,12.802301,0.172203,451.047333,12.774660,1.193354,451.047333,12.729921,1.344186,451.047333,12.751115,0.537527,
451.549866,12.651977,0.154305,451.549866,13.074156,2.170887,451.549866,12.618208,0.359483,451.549866,12.867077,0.994428,451.549866,12.788967,0.209446,451.549866,12.773269,1.291360,451.549866,12.735750,1.284717,451.549866,12.756502,0.642132,
452.052368,12.658805,0.056148,452.052368,13.084171,2.126741,452.052368,12.607829,0.399396,452.052368,12.883300,1.082723,452.052368,12.808542,0.248520,452.052368,12.778876,1.199175,452.052368,12.739195,1.401919,452.052368,12.762332,0.679056,
452.554901,12.690437,0.092212,452.554901,13.052953,2.194957,452.554901,12.645240,0.281557,452.554901,12.878716,0.966137,452.554901,12.784854,0.207421,452.554901,12.769460,1.247289,452.554901,12.772152,1.405862,452.554901,12.775867,0.824356,
453.057434,12.683409,0.134031,453.057434,13.099164,2.269359,453.057434,12.645887,0.351876,453.057434,12.888839,0.749886,453.057434,12.829888,0.292204,453.057434,12.800171,1.206804,453.057434,12.783466,1.278699,453.057434,12.786318,0.750375,
453.559998,12.687444,0.018570,453.559998,13.085914,2.316121,453.559998,12.676849,0.324549,453.559998,12.880444,0.886525,453.559998,12.830371,0.245490,453.559998,12.794017,1.191906,453.559998,12.758183,1.369883,453.559998,12.814140,0.804371,
454.062531,12.655568,0.089182,454.062531,13.063974,2.128467,454.062531,12.653023,0.300795,454.062531,12.866530,0.835145,454.062531,12.795690,0.238189,454.062531,12.769409,1.075767,454.062531,12.753942,1.376363,454.062531,12.796806,0.722567,
454.565094,12.685149,0.170303,454.565094,13.089120,2.256486,454.565094,12.662965,0.230746,454.565094,12.888809,0.991111,454.565094,12.822337,0.271090,454.565094,12.794293,1.182341,454.565094,12.768216,1.472672,454.565094,12.792350,0.674721,
455.067688,12.663213,0.098568,455.067688,13.055273,2.299624,455.067688,12.652992,0.230005,455.067688,12.884913,0.935025,455.067688,12.817978,0.283092,455.067688,12.772774,1.138749,455.067688,12.761089,1.436911,455.067688,12.779390,0.670646,
455.570251,12.683792,0.016963,455.570251,13.079401,2.328322,455.570251,12.675741,0.345143,455.570251,12.869845,0.913260,455.570251,12.838794,0.264532,455.570251,12.790751,1.125072,455.570251,12.755856,1.281857,455.570251,12.781798,0.694335,
456.072845,12.659101,-0.015746,456.072845,13.082750,2.351329,456.072845,12.653436,0.272351,456.072845,12.870213,0.848257,456.072845,12.824426,0.267658,456.072845,12.771168,1.203711,456.072845,12.747148,1.397856,456.072845,12.765684,0.655963,
456.575470,12.686790,-0.075333,456.575470,13.075037,2.247652,456.575470,12.670871,0.195717,456.575470,12.906187,0.891489,456.575470,12.844432,0.212775,456.575470,12.823975,1.144207,456.575470,12.771455,1.444271,456.575470,12.808748,0.828440,
457.078064,12.683885,0.132294,457.078064,13.068445,2.408737,457.078064,12.692086,0.333868,457.078064,12.874322,0.837151,457.078064,12.817232,0.193674,457.078064,12.772865,1.183701,457.078064,12.769108,1.372303,457.078064,12.784103,0.715398,
457.580688,12.690284,0.106018,457.580688,13.065901,2.385905,457.580688,12.612817,0.224041,457.580688,12.880450,0.903984,457.580688,12.806824,0.268789,457.580688,12.817534,1.301953,457.580688,12.760685,1.513960,457.580688,12.788801,0.750100,
458.083313,12.696427,0.052824,458.083313,13.103645,2.318318,458.083313,12.673537,0.325618,458.083313,12.920451,0.969459,458.083313,12.841176,0.191619,458.083313,12.801025,1.204734,458.083313,12.786870,1.329895,458.083313,12.821824,0.791762,
458.585968,12.667935,-0.041983,458.585968,13.091797,2.258786,458.585968,12.622161,0.240466,458.585968,12.890518,0.888854,458.585968,12.831879,0.325373,458.585968,12.781166,1.140274,458.585968,12.761708,1.397965,458.585968,12.804397,0.722886,
459.088593,12.696891,0.068679,459.088593,13.093079,2.220887,459.088593,12.686971,0.253710,459.088593,12.925629,0.923668,459.088593,12.847881,0.210706,459.088593,12.809333,1.192685,459.088593,12.797579,1.453705,459.088593,12.838500,0.744854,
459.591248,12.693762,0.083932,459.591248,13.085384,2.219693,459.591248,12.649007,0.151248,459.591248,12.897848,0.918306,459.591248,12.817388,0.234480,459.591248,12.798661,1.198539,459.591248,12.764961,1.488608,459.591248,12.805482,0.733290,
